timestamp,symbol,price,lstm_prediction,lstm_delta,xgb_probability,signal,buy_threshold,sell_threshold,lstm_delta_threshold,capital,open_positions,position_limit_hit,hourly_limit_hit,atr,volume,rsi,macd,bb_upper,bb_lower,trade_executed,exit_trades_count,execution_price,position_size,stop_loss,fees,slippage,confidence
2022-05-17 23:00:00,BTCEUR,28890.04,0.00017343591,0.00017343591,0.16617991,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,136.66285714285706,9.57895,62.61454905707109,56.9516063671399,0,0,False,0,,,,,,
2022-05-17 23:15:00,BTCEUR,28942.2,0.00017343591,0.00017343591,0.22742891,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,133.5185714285713,14.65101,68.07864564672151,68.32793495720398,0,0,False,0,,,,,,
2022-05-17 23:30:00,BTCEUR,28873.24,0.00017343591,0.00017343591,0.21030594,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,134.75142857142833,8.46068,65.43521308652605,70.96126436585837,0,0,False,0,,,,,,
2022-05-17 23:45:00,BTCEUR,28852.03,0.00017343591,0.00017343591,0.3095224,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,133.70142857142855,5.33483,62.05779122269982,70.52377299810178,0,0,False,0,,,,,,
2022-05-18 00:00:00,BTCEUR,28925.23,0.00017343591,0.00017343591,0.12892938,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,139.31071428571417,17.87752,63.177014818751104,75.21663562452886,0,0,False,0,,,,,,
2022-05-18 00:15:00,BTCEUR,29002.73,0.00017343591,0.00017343591,0.27954555,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,141.35785714285703,16.18985,70.88145950337308,84.21854639309822,0,0,False,0,,,,,,
2022-05-18 00:30:00,BTCEUR,28917.57,0.00017343591,0.00017343591,0.14676769,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,143.5807142857141,8.46674,62.52991483866292,83.5181796574434,0,0,False,0,,,,,,
2022-05-18 00:45:00,BTCEUR,28876.63,0.00017343591,0.00017343591,0.2762248,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,143.55642857142863,7.85503,58.40784671532841,78.75181620748481,0,0,False,0,,,,,,
2022-05-18 01:00:00,BTCEUR,28808.72,0.00017343591,0.00017343591,0.23997298,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,135.31142857142888,9.16143,48.22152361745461,68.70270733692087,0,0,False,0,,,,,,
2022-05-18 01:15:00,BTCEUR,28759.24,0.00017343591,0.00017343591,0.20397167,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,125.90714285714317,4.59838,40.53095141763414,56.099414548447385,0,0,False,0,,,,,,
2022-05-18 01:30:00,BTCEUR,28762.82,0.00017343591,0.00017343591,0.31352547,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,122.00142857142886,5.21717,41.871455576559484,45.87131433470495,0,0,False,0,,,,,,
2022-05-18 01:45:00,BTCEUR,28579.6,0.00017343591,0.00017343591,0.20271097,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,129.62142857142862,25.55966,39.727338680423955,22.71925502952945,0,0,False,0,,,,,,
2022-05-18 02:00:00,BTCEUR,28590.3,0.00017343591,0.00017343591,0.20576502,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,128.7685714285713,5.16763,43.93014047838587,5.174829590658192,0,0,False,0,,,,,,
2022-05-18 02:15:00,BTCEUR,28632.52,0.00017343591,0.00017343591,0.30184346,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,130.7749999999999,12.01916,43.118741058655154,-5.261798084706243,0,0,False,0,,,,,,
2022-05-18 02:30:00,BTCEUR,28655.03,0.00017343591,0.00017343591,0.32884333,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,124.55285714285726,2.91964,35.28888888888876,-11.583010102898697,0,0,False,0,,,,,,
2022-05-18 02:45:00,BTCEUR,28661.39,0.00017343591,0.00017343591,0.3076337,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,122.34071428571431,9.33088,31.3526794607875,-15.896176098885917,0,0,False,0,,,,,,
2022-05-18 03:00:00,BTCEUR,28403.36,0.00017343591,0.00017343591,0.19001153,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,133.95785714285714,27.76304,25.059977495169917,-39.67787394646439,0,0,False,0,,,,,,
2022-05-18 03:15:00,BTCEUR,28340.67,0.00017343591,0.00017343591,0.17028369,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,138.56,26.86391,24.00305033045244,-62.8590004772268,0,0,False,0,,,,,,
2022-05-18 03:30:00,BTCEUR,28342.03,0.00017343591,0.00017343591,0.22349416,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,136.75714285714275,25.6539,18.01439133010109,-80.19601983350003,0,0,False,0,,,,,,
2022-05-18 03:45:00,BTCEUR,28302.33,0.00017343591,0.00017343591,0.22886138,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,138.29214285714286,20.8801,9.924930766942055,-96.03219146779884,0,0,False,0,,,,,,
2022-05-18 04:00:00,BTCEUR,28286.73,0.00017343591,0.00017343591,0.3533588,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,132.73214285714286,18.31523,10.78328981723233,-108.58950894233567,0,0,False,0,,,,,,
2022-05-18 04:15:00,BTCEUR,28345.14,0.00017343591,0.00017343591,0.21412694,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,138.92571428571395,13.75551,17.661876194068824,-112.53088862817458,0,0,False,0,,,,,,
2022-05-18 04:30:00,BTCEUR,28349.16,0.00017343591,0.00017343591,0.34389892,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,135.89499999999967,12.28521,19.681216023644865,-114.01577711561913,0,0,False,0,,,,,,
2022-05-18 04:45:00,BTCEUR,28317.17,0.00017343591,0.00017343591,0.32307333,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,135.29142857142818,9.79295,20.14613919690963,-116.43173502326317,0,0,False,0,,,,,,
2022-05-18 05:00:00,BTCEUR,28387.63,0.00017343591,0.00017343591,0.16604,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,143.52714285714268,16.87284,26.761802123205683,-111.37698141787769,0,0,False,0,,,,,,
2022-05-18 05:15:00,BTCEUR,28423.37,0.00017343591,0.00017343591,0.2866718,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,133.05071428571424,10.07394,38.16062686612419,-103.29639689607575,0,0,False,0,,,,,,
2022-05-18 05:30:00,BTCEUR,28441.13,0.00017343591,0.00017343591,0.4158801,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,131.50071428571442,12.90756,38.81532578540924,-94.37153555396799,0,0,False,0,,,,,,
2022-05-18 05:45:00,BTCEUR,28490.93,0.00017343591,0.00017343591,0.3704523,HOLD,0.45,0.55,0.0001,10000.0,0,False,False,130.2850000000001,11.45524,39.502987708138775,-82.33101415426427,0,0,False,0,,,,,,
2022-05-18 06:00:00,BTCEUR,28525.96,0.00017343591,0.00017343591,0.47636217,BUY,0.45,0.55,0.0001,10000.0,0,False,False,127.94857142857161,8.12403,40.6055753693865,-69.16489608721531,0,0,True,0,28554.485959999995,0.39078201062927176,28270.062857142857,57.10897191999999,28.52596,0.5236378312110901
