entry_time,exit_time,direction,entry_price,exit_price,position_size,pnl,confidence,exit_reason,fees,slippage
2020-05-05 09:45:00,2020-05-05 10:00:00,BUY,8358.88053,8180.28153,0.11975287796103959,-54.46606837096373,0.5124413921550925,STOP_LOSS,33.078324120000005,16.539
2020-05-05 14:30:00,2020-05-05 17:15:00,SELL,8192.23956,8293.675389999999,0.014642425724983926,-34.457096506627074,0.5024152612468962,STOP_LOSS,32.9718299,16.48583
2020-05-05 14:15:00,2020-05-05 19:00:00,SELL,8196.57522,8300.85256,0.016480924861946102,-34.71344256534359,0.5015230922338545,STOP_LOSS,32.994855560000005,16.49734
2020-05-05 15:15:00,2020-05-05 20:15:00,SELL,8198.5932,8308.3,0.010127181817599681,-34.124807110227046,0.5018032790264677,STOP_LOSS,33.0137864,16.5068
2020-05-05 10:30:00,2020-05-05 20:45:00,SELL,8197.794,8327.659339999998,0.08774503848726621,-44.445945936461776,0.5209593432133692,STOP_LOSS,33.05090668,16.52534
2020-05-05 10:45:00,2020-05-05 20:45:00,SELL,8202.37941,8327.659339999998,0.07873546870839226,-42.92405150830447,0.5246528779415096,STOP_LOSS,33.06007749999999,16.52993
2020-05-05 11:00:00,2020-05-05 20:45:00,SELL,8202.169619999999,8327.659339999998,0.0706718029376712,-41.9282426825435,0.526022854115914,STOP_LOSS,33.05965791999999,16.529719999999998
2020-05-05 11:45:00,2020-05-05 20:45:00,SELL,8206.785,8327.659339999998,0.05096599362132299,-39.229369521421546,0.530064168759518,STOP_LOSS,33.06888868,16.53434
2020-05-05 15:00:00,2020-05-05 20:45:00,SELL,8214.78699,8327.659339999998,0.011450970034704317,-34.37739055759663,0.5008042627818674,STOP_LOSS,33.084892659999994,16.54235
2020-05-05 10:15:00,2020-05-05 21:00:00,SELL,8208.76302,8336.33801,0.09757536777447526,-45.53837862807492,0.5314276007320791,STOP_LOSS,33.09020206,16.54499
2020-05-05 11:30:00,2020-05-05 21:00:00,SELL,8211.49029,8336.33801,0.05681212026294301,-40.18852028319422,0.5268294858194018,STOP_LOSS,33.0956566,16.547719999999998
2020-05-05 14:45:00,2020-05-05 21:00:00,SELL,8228.08368,8336.33801,0.012923303098025538,-34.527846898263675,0.5062778068270952,STOP_LOSS,33.12884338,16.564329999999998
2020-05-05 16:30:00,2020-05-05 21:00:00,SELL,8230.18158,8336.33801,0.005139301737827414,-33.67860910518055,0.5012185763196937,STOP_LOSS,33.13303918,16.56643
2020-05-05 18:15:00,2020-05-05 21:00:00,SELL,8238.762990000001,8336.33801,0.0011350595330210293,-33.26095545663572,0.5011232572177804,STOP_LOSS,33.15020200000001,16.575020000000002
2020-05-05 11:15:00,2020-05-05 21:15:00,SELL,8225.25651,8367.328969999999,0.06323390348136666,-42.168967183000284,0.5237831421806853,STOP_LOSS,33.185170959999994,16.59246
2020-05-05 12:00:00,2020-05-05 21:15:00,SELL,8218.29348,8367.328969999999,0.045610730345639644,-39.9688624463202,0.5351641608400521,STOP_LOSS,33.1712449,16.58549
2020-05-05 12:15:00,2020-05-05 21:15:00,SELL,8231.76,8367.328969999999,0.040787583728792556,-38.72770865490109,0.5388455950294102,STOP_LOSS,33.198177939999994,16.59897
2020-05-05 12:30:00,2020-05-05 21:15:00,SELL,8222.5692,8367.328969999999,0.03655391673977233,-38.47133291984854,0.5262378671754,STOP_LOSS,33.179796339999996,16.589769999999998
2020-05-05 15:30:00,2020-05-05 21:15:00,SELL,8241.75999,8367.328969999999,0.008868979880289044,-34.331846677208404,0.5077213808898156,STOP_LOSS,33.21817792,16.60898
2020-05-05 16:15:00,2020-05-05 21:15:00,SELL,8241.33042,8367.328969999999,0.0059239521278325906,-33.96372815837631,0.5114854830070303,STOP_LOSS,33.21731878,16.60855
