window,lstm_mae,lstm_rmse,xgb_accuracy,xgb_precision,xgb_recall,xgb_f1,xgb_auc,conf_precision_70,conf_recall_70,conf_f1_70,conf_precision_60,conf_recall_60,conf_f1_60,test_samples,test_positive_ratio,symbol,train_start,train_end,test_end
1,0.08437835617172894,0.10842823424315431,0.6817466561762392,0.33378196500672946,0.4412811387900356,0.38007662835249045,0.6482143499047414,0.46357615894039733,0.12455516014234876,0.19635343618513326,0.37275064267352187,0.2580071174377224,0.3049421661409043,2542,0.22108575924468923,ADAEUR,2020-11-13,2021-02-13,2021-03-15
2,0.004225107820877111,0.0059170363210824355,0.7951253973860827,0.25271739130434784,0.23366834170854273,0.24281984334203657,0.6637059113900782,0.29411764705882354,0.06281407035175879,0.10351966873706003,0.28191489361702127,0.13316582914572864,0.18088737201365188,2831,0.14058636524196397,ADAEUR,2020-12-13,2021-03-13,2021-04-15
3,0.008615383299586743,0.014473672491809978,0.6935779816513762,0.3338926174496644,0.31240188383045525,0.32278994322789945,0.6336041489982378,0.3961038961038961,0.09576138147566719,0.15423514538558786,0.382262996941896,0.19623233908948196,0.2593360995850622,2725,0.23376146788990826,ADAEUR,2021-01-13,2021-04-13,2021-05-15
4,0.007466964327758391,0.010213962418833407,0.6216977809087707,0.3333333333333333,0.47730398899587345,0.3925339366515837,0.6186812242090785,0.3972972972972973,0.20220082530949107,0.2680036463081131,0.36324786324786323,0.35075653370013754,0.3568929321203639,2839,0.2560760831278619,ADAEUR,2021-02-13,2021-05-13,2021-06-15
5,0.007313705797984062,0.01724212798996266,0.8109689213893967,0.25297619047619047,0.24216524216524216,0.24745269286754001,0.6750726591330618,0.24242424242424243,0.045584045584045586,0.07673860911270983,0.23728813559322035,0.11965811965811966,0.1590909090909091,2735,0.1283363802559415,ADAEUR,2021-03-13,2021-06-13,2021-07-15
6,0.003975105334513897,0.005921577559016222,0.8323289613612195,0.23943661971830985,0.1408839779005525,0.17739130434782607,0.6372733829275252,0.26666666666666666,0.011049723756906077,0.021220159151193633,0.24691358024691357,0.055248618784530384,0.09029345372460497,2821,0.1283232896136122,ADAEUR,2021-04-13,2021-07-13,2021-08-15
7,0.004503330854406438,0.005955378736369702,0.7755461592670895,0.2727272727272727,0.17682926829268292,0.21454993834771885,0.6160269339266283,0.4074074074074074,0.044715447154471545,0.08058608058608058,0.3231707317073171,0.10772357723577236,0.16158536585365854,2838,0.1733615221987315,ADAEUR,2021-05-13,2021-08-13,2021-09-15
8,0.0033598679020914444,0.004479001770487696,0.8001461454146876,0.19082125603864733,0.27147766323024053,0.22411347517730495,0.6234289519602803,0.19642857142857142,0.07560137457044673,0.10918114143920596,0.19823788546255505,0.15463917525773196,0.17374517374517373,2737,0.10632078918523931,ADAEUR,2021-06-13,2021-09-13,2021-10-15
9,0.0025790522644771915,0.0034744280542613184,0.8847373986605569,0.22119815668202766,0.23300970873786409,0.22695035460992907,0.6967541597015421,0.22033898305084745,0.06310679611650485,0.0981132075471698,0.2222222222222222,0.1262135922330097,0.1609907120743034,2837,0.07261191399365527,ADAEUR,2021-07-13,2021-10-13,2021-11-15
10,0.003796906974912328,0.004982507933851582,0.7844921732799418,0.1846590909090909,0.17567567567567569,0.1800554016620499,0.5869589193737279,0.21794871794871795,0.04594594594594595,0.07589285714285716,0.1724137931034483,0.0945945945945946,0.12216404886561955,2747,0.1346923917000364,ADAEUR,2021-08-13,2021-11-13,2021-12-15
