window,lstm_mae,lstm_rmse,xgb_accuracy,xgb_precision,xgb_recall,xgb_f1,xgb_auc,conf_precision_70,conf_recall_70,conf_f1_70,conf_precision_60,conf_recall_60,conf_f1_60,test_samples,test_positive_ratio,symbol,train_start,train_end,test_end
1,0.20514670569597634,0.410762256376899,0.72882096069869,0.2889344262295082,0.3397590361445783,0.3122923588039867,0.6249304417670682,0.45454545454545453,0.04819277108433735,0.08714596949891068,0.3191489361702128,0.14457831325301204,0.1990049751243781,2290,0.1812227074235808,SOLEUR,2021-05-28,2021-11-28,2021-12-30
2,0.11771648963902359,0.3430826748609539,0.8152777777777778,0.17064846416382254,0.14749262536873156,0.15822784810126583,0.5946860862387813,0.20588235294117646,0.02064896755162242,0.03753351206434316,0.2032520325203252,0.07374631268436578,0.10822510822510822,2880,0.11770833333333333,SOLEUR,2021-08-28,2022-02-28,2022-04-02
3,0.2090291915993803,0.4571946782023101,0.6291666666666667,0.2665330661322645,0.4418604651162791,0.33249999999999996,0.5836719276395043,0.3153526970954357,0.12624584717607973,0.18030842230130487,0.2826475849731664,0.26245847176079734,0.2721791559000861,2880,0.20902777777777778,SOLEUR,2021-11-28,2022-05-28,2022-06-30
4,0.1024321452904235,0.32004715218999646,0.846875,0.1588785046728972,0.1152542372881356,0.13359528487229863,0.6039864931318231,0.1724137931034483,0.01694915254237288,0.0308641975308642,0.1595744680851064,0.05084745762711865,0.07712082262210798,2880,0.10243055555555555,SOLEUR,2022-02-28,2022-08-28,2022-09-30
5,6.001819777502219e-07,6.108169702011678e-07,0.9528358208955224,0.0,0.0,0.0,0.5552842809364549,0.0,0.0,0.0,0.0,0.0,0.0,1675,0.03880597014925373,SOLEUR,2022-05-28,2022-11-28,2022-12-30
6,0.12117702650281574,0.34810471146168515,0.7786821705426357,0.2345679012345679,0.36421725239616615,0.28535669586983725,0.6843994469898008,0.3125,0.12779552715654952,0.18140589569160998,0.27816901408450706,0.2523961661341853,0.2646566164154104,2580,0.12131782945736434,SOLEUR,2022-08-28,2023-02-28,2023-04-02
7,0.11141608657732102,0.33379036720543637,0.6633608815426997,0.1769352290679305,0.5544554455445545,0.26826347305389225,0.6708795492072456,0.27586206896551724,0.19801980198019803,0.23054755043227668,0.21693121693121692,0.40594059405940597,0.2827586206896552,1815,0.11129476584022038,SOLEUR,2022-11-28,2023-05-28,2023-06-30
8,3.604419487680649e-09,4.06986770460546e-09,0.8465753424657534,0.050724637681159424,0.1590909090909091,0.07692307692307693,0.5673384655306635,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.05263157894736842,0.09090909090909091,0.06666666666666667,1095,0.04018264840182648,SOLEUR,2023-02-28,2023-08-28,2023-09-30
9,0.20222701208323265,0.44969657670770496,0.399066091954023,0.2259496793290577,0.8149466192170819,0.3538045577443028,0.590740524230359,0.0,0.0,0.0,0.0,0.0,0.0,2784,0.20186781609195403,SOLEUR,2023-05-28,2023-11-28,2023-12-30
10,0.17291666834013178,0.4158324974309461,0.6628472222222223,0.2227432590855803,0.3815261044176707,0.28127313101406365,0.582657666771199,0.2857142857142857,0.11244979919678715,0.16138328530259366,0.24070021881838075,0.22088353413654618,0.23036649214659685,2880,0.17291666666666666,SOLEUR,2023-08-28,2024-02-28,2024-04-01
11,3.997849692858767e-09,4.453420835099584e-09,0.9278647980214345,0.10909090909090909,0.1348314606741573,0.1206030150753769,0.6727822570951907,0.15384615384615385,0.02247191011235955,0.0392156862745098,0.11764705882352941,0.06741573033707865,0.08571428571428572,2426,0.036685902720527616,SOLEUR,2023-11-28,2024-05-28,2024-06-30
12,3.261223923509023e-09,3.6313491737096553e-09,0.9417552144824872,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.6639703509374643,0.0,0.0,0.0,0.03125,0.01282051282051282,0.018181818181818184,2541,0.030696576151121605,SOLEUR,2024-02-28,2024-08-28,2024-09-30
13,0.10596264420720614,0.32551903705248897,0.8775143678160919,0.27884615384615385,0.09830508474576272,0.14536340852130325,0.64781172753335,0.43902439024390244,0.061016949152542375,0.10714285714285715,0.3582089552238806,0.08135593220338982,0.13259668508287292,2784,0.10596264367816093,SOLEUR,2024-05-28,2024-11-28,2024-12-30
14,1.653088084150355e-09,1.8862693691104564e-09,0.6069919323857088,0.0885956644674835,0.6266666666666667,0.15524360033030554,0.6601712189156135,0.0,0.0,0.0,0.18181818181818182,0.013333333333333334,0.02484472049689441,2603,0.05762581636573185,SOLEUR,2024-08-28,2025-02-28,2025-04-02
15,1.35146426716768e-09,1.4702221902027645e-09,0.9346256176358799,0.07368421052631578,0.07692307692307693,0.07526881720430106,0.6037250151423379,0.0625,0.01098901098901099,0.01869158878504673,0.09523809523809523,0.04395604395604396,0.06015037593984963,2631,0.03458760927404029,SOLEUR,2024-12-09,2025-06-09,2025-07-11
