window,lstm_mae,lstm_rmse,xgb_accuracy,xgb_precision,xgb_recall,xgb_f1,xgb_auc,conf_precision_70,conf_recall_70,conf_f1_70,conf_precision_60,conf_recall_60,conf_f1_60,test_samples,test_positive_ratio,symbol,train_start,train_end,test_end
1,0.0033212053816317534,0.005099108800812729,0.6355896126011068,0.37375178316690444,0.3858615611192931,0.37971014492753624,0.5916740892294938,0.7222222222222222,0.01914580265095729,0.03730272596843616,0.4508670520231214,0.11487481590574374,0.18309859154929575,2349,0.2890591741166454,ETHEUR,2020-01-03,2020-04-03,2020-05-03
2,0.0029223279563938115,0.004704590176270001,0.7054794520547946,0.41935483870967744,0.23248882265275708,0.29913710450623204,0.5969357651247016,0.5,0.013412816691505217,0.02612481857764877,0.5052631578947369,0.07153502235469449,0.12532637075718017,2482,0.2703464947622885,ETHEUR,2020-02-03,2020-05-03,2020-06-03
3,0.002033683336365656,0.0033042406878303447,0.7474551623848764,0.2637795275590551,0.16708229426433915,0.20458015267175572,0.6046526283569056,0.4090909090909091,0.022443890274314215,0.04255319148936171,0.30927835051546393,0.07481296758104738,0.12048192771084337,2063,0.1943771206980126,ETHEUR,2020-03-03,2020-06-03,2020-07-03
4,0.0026698574128872637,0.004614963973900665,0.7124394184168013,0.2902097902097902,0.14020270270270271,0.1890660592255125,0.5601840893441212,0.30952380952380953,0.02195945945945946,0.04100946372239748,0.2992125984251969,0.06418918918918919,0.10570236439499305,2476,0.23909531502423265,ETHEUR,2020-04-03,2020-07-03,2020-08-03
5,0.03724757101118302,0.04442748577348486,0.6827323162274619,0.3417085427135678,0.17237008871989862,0.2291491154170177,0.5667026628069124,0.42857142857142855,0.0038022813688212928,0.007537688442211056,0.4186046511627907,0.045627376425855515,0.0822857142857143,2884,0.2735783633841886,ETHEUR,2020-05-03,2020-08-03,2020-09-03
6,0.0034102475610884955,0.0050346438956849465,0.48008689355539463,0.326984126984127,0.7902813299232737,0.46257485029940115,0.5987099253403602,0.0,0.0,0.0,0.0,0.0,0.0,2762,0.2831281679942071,ETHEUR,2020-06-03,2020-09-03,2020-10-03
7,0.0020384389015860142,0.00292062741483312,0.7342657342657343,0.26963906581740976,0.23388581952117865,0.2504930966469428,0.5997964440904802,0.38333333333333336,0.0423572744014733,0.07628524046434494,0.31527093596059114,0.11786372007366483,0.17158176943699735,2860,0.18986013986013986,ETHEUR,2020-07-03,2020-10-03,2020-11-03
8,0.00444549823273861,0.006790524372897168,0.5845170454545454,0.34875115633672527,0.4472123368920522,0.3918918918918919,0.5593504601563576,0.43283582089552236,0.10320284697508897,0.16666666666666669,0.38,0.2479240806642942,0.30007178750897345,2816,0.29936079545454547,ETHEUR,2020-08-03,2020-11-03,2020-12-03
9,0.0037226029959493644,0.00537972115361764,0.42265193370165743,0.2927864214992928,0.7831021437578815,0.4262182566918325,0.55795989515968,0.0,0.0,0.0,0.0,0.0,0.0,2896,0.2738259668508287,ETHEUR,2020-09-03,2020-12-03,2021-01-03
10,0.006750828707922416,0.009831768768469014,0.5192043895747599,0.428078250863061,0.6458333333333334,0.514878892733564,0.5571154966616276,0.0,0.0,0.0,0.0,0.0,0.0,2916,0.3950617283950617,ETHEUR,2020-10-03,2021-01-03,2021-02-03
11,0.005149815605380163,0.007160929246304533,0.4900687547746371,0.37409200968523004,0.6724700761697497,0.4807467911318553,0.5484061865745773,0.0,0.0,0.0,0.0,0.0,0.0,2618,0.3510313216195569,ETHEUR,2020-11-03,2021-02-03,2021-03-03
12,0.0029617043896833944,0.004071279142084679,0.6494845360824743,0.3587257617728532,0.3174019607843137,0.3368010403120936,0.5757316656366462,1.0,0.0012254901960784314,0.0024479804161566705,0.4482758620689655,0.031862745098039214,0.05949656750572082,2910,0.2804123711340206,ETHEUR,2020-12-03,2021-03-03,2021-04-03
13,0.004421617531815016,0.006238063937500385,0.6518624641833811,0.4379310344827586,0.2822222222222222,0.3432432432432432,0.5792271552736669,0.6530612244897959,0.035555555555555556,0.06743940990516333,0.5,0.09888888888888889,0.16512059369202226,2792,0.3223495702005731,ETHEUR,2021-01-03,2021-04-03,2021-05-03
14,0.017911943541381824,0.024481292144196833,0.5051440329218106,0.42345465049104564,0.6222410865874364,0.5039532485390168,0.5378327937777552,0.0,0.0,0.0,0.48158640226628896,0.14431239388794567,0.22207707380796868,2916,0.40397805212620025,ETHEUR,2021-02-03,2021-05-03,2021-06-03
15,0.004221568806058042,0.0058208985402319864,0.4907801418439716,0.346177370030581,0.6066452304394426,0.44080996884735196,0.5236786815186663,0.0,0.0,0.0,0.0,0.0,0.0,2820,0.33085106382978724,ETHEUR,2021-03-03,2021-06-03,2021-07-03
16,0.0031821742295472344,0.004456292870626889,0.6361454046639232,0.32338308457711445,0.22995283018867924,0.2687801516195727,0.523800169245648,0.5,0.0011792452830188679,0.0023529411764705885,0.3764705882352941,0.03773584905660377,0.06859592711682744,2916,0.2908093278463649,ETHEUR,2021-04-03,2021-07-03,2021-08-03
17,0.0029388060862173904,0.0040579447739808655,0.6400966183574879,0.3344594594594595,0.23376623376623376,0.27519110493398197,0.5204677420004754,0.2,0.0011806375442739079,0.002347417840375587,0.36046511627906974,0.03659976387249114,0.06645230439442658,2898,0.2922705314009662,ETHEUR,2021-05-03,2021-08-03,2021-09-03
18,0.0036666406965593077,0.005364314787975969,0.60099573257468,0.3648936170212766,0.3951612903225806,0.37942477876106195,0.5725782746392065,0.36363636363636365,0.02304147465437788,0.04333694474539545,0.34657039711191334,0.11059907834101383,0.16768558951965065,2812,0.30867709815078237,ETHEUR,2021-06-03,2021-09-03,2021-10-03
19,0.002749297241171935,0.0037216928693955677,0.5521262002743484,0.2935206869633099,0.4839124839124839,0.3654033041788144,0.5479496727743574,0.0,0.0,0.0,0.0,0.0,0.0,2916,0.2664609053497942,ETHEUR,2021-07-03,2021-10-03,2021-11-03
20,0.0028545199043976577,0.003944127883107401,0.7039007092198581,0.33455882352941174,0.1221476510067114,0.17895771878072764,0.5535557532141991,0.2857142857142857,0.0026845637583892616,0.005319148936170213,0.4090909090909091,0.036241610738255034,0.06658446362515413,2820,0.2641843971631206,ETHEUR,2021-08-03,2021-11-03,2021-12-03
21,0.002839122528428994,0.004119774038408125,0.6406035665294925,0.34294871794871795,0.42572944297082227,0.37988165680473374,0.5940098690425655,0.35,0.01856763925729443,0.03526448362720403,0.4045307443365696,0.16578249336870027,0.23518344308560676,2916,0.25857338820301784,ETHEUR,2021-09-03,2021-12-03,2022-01-03
22,0.003395627130384372,0.0049578174031177525,0.5977366255144033,0.3339333933393339,0.4614427860696517,0.38746736292428197,0.5681070264209257,0.34615384615384615,0.16791044776119404,0.22613065326633167,0.3447782546494993,0.2997512437810945,0.32069194943446444,2916,0.2757201646090535,ETHEUR,2021-10-03,2022-01-03,2022-02-03
23,0.0033012082008966144,0.00472838545344679,0.5707762557077626,0.33421052631578946,0.508,0.4031746031746032,0.5735431309904153,0.0,0.0,0.0,0.5,0.006666666666666667,0.013157894736842105,2628,0.2853881278538813,ETHEUR,2021-11-03,2022-02-03,2022-03-03
24,0.002283595504043026,0.0032319065053971895,0.6875857338820301,0.259765625,0.2,0.2259983007646559,0.5396371871482349,0.46153846153846156,0.01804511278195489,0.03473227206946455,0.28846153846153844,0.06766917293233082,0.10962241169305724,2916,0.22805212620027435,ETHEUR,2021-12-03,2022-03-03,2022-04-03
25,0.0020426522934200776,0.002876737219175155,0.7563829787234042,0.2770780856423174,0.21568627450980393,0.24255788313120177,0.6134054834054834,0.5652173913043478,0.025490196078431372,0.048780487804878044,0.3392857142857143,0.07450980392156863,0.12218649517684887,2820,0.18085106382978725,ETHEUR,2022-01-03,2022-04-03,2022-05-03
