window,lstm_mae,lstm_rmse,xgb_accuracy,xgb_precision,xgb_recall,xgb_f1,xgb_auc,conf_precision_70,conf_recall_70,conf_f1_70,conf_precision_60,conf_recall_60,conf_f1_60,test_samples,test_positive_ratio,symbol,train_start,train_end,test_end
1,0.002451244706173205,0.004799453189985237,0.7645096731154103,0.296551724137931,0.14625850340136054,0.19589977220956717,0.5882123803878397,0.25,0.017006802721088437,0.03184713375796178,0.3582089552238806,0.08163265306122448,0.1329639889196676,1499,0.1961307538358906,XRPEUR,2020-01-03,2020-04-03,2020-05-03
2,0.002315842487291465,0.0046095172268544185,0.7741935483870968,0.29577464788732394,0.134185303514377,0.1846153846153846,0.5708928871700016,0.5454545454545454,0.019169329073482427,0.03703703703703703,0.4,0.051118210862619806,0.0906515580736544,1643,0.1905051734631771,XRPEUR,2020-02-03,2020-05-03,2020-06-03
3,0.0012458440149268593,0.00269122583612264,0.8708333333333333,0.391304347826087,0.12413793103448276,0.18848167539267016,0.6447720215721524,0.5,0.013793103448275862,0.026845637583892617,0.23529411764705882,0.027586206896551724,0.04938271604938271,1200,0.12083333333333333,XRPEUR,2020-03-03,2020-06-03,2020-07-03
4,0.0024488852961344594,0.005245019304230493,0.7027310924369747,0.29577464788732394,0.18666666666666668,0.22888283378746593,0.5758948494574354,0.3488372093023256,0.03333333333333333,0.060851926977687626,0.3515625,0.1,0.15570934256055363,1904,0.23634453781512604,XRPEUR,2020-04-03,2020-07-03,2020-08-03
5,0.003102187828136403,0.004686717001497819,0.6513952519783424,0.30844155844155846,0.3161397670549085,0.3122432210353328,0.5702634498058792,0.4383561643835616,0.05324459234608985,0.09495548961424333,0.3888888888888889,0.18635607321131448,0.25196850393700787,2401,0.25031236984589755,XRPEUR,2020-05-03,2020-08-03,2020-09-03
6,0.0023746302454087033,0.003816634619021096,0.5911861228316925,0.27114967462039047,0.5555555555555556,0.36443148688046645,0.6033372945137652,0.0,0.0,0.0,0.4426229508196721,0.06,0.10567514677103718,2133,0.2109704641350211,XRPEUR,2020-06-03,2020-09-03,2020-10-03
7,0.001939078987985547,0.0029759549518167906,0.7476910159529807,0.30097087378640774,0.19456066945606695,0.23634053367217278,0.5963584701663093,0.391304347826087,0.01882845188284519,0.03592814371257485,0.35185185185185186,0.0794979079497908,0.12969283276450513,2382,0.20067170445004198,XRPEUR,2020-07-03,2020-10-03,2020-11-03
8,0.011239372235467537,0.018720822839147992,0.6394038531443111,0.42857142857142855,0.16932907348242812,0.2427480916030534,0.5274083908718825,0.5116279069767442,0.046858359957401494,0.08585365853658537,0.49162011173184356,0.09371671991480299,0.15742397137745975,2751,0.34133042529989094,XRPEUR,2020-08-03,2020-11-03,2020-12-03
9,0.024983536419573633,0.031091065477146417,0.5183137525915688,0.39950980392156865,0.6116322701688556,0.4833209785025946,0.5471313957164147,0.42857142857142855,0.005628517823639775,0.011111111111111112,0.42318840579710143,0.13696060037523453,0.20694542877391922,2894,0.3683483068417415,XRPEUR,2020-09-03,2020-12-03,2021-01-03
10,0.008278778740277846,0.015636336072646376,0.5003429355281207,0.40408805031446543,0.7066911090742438,0.5141713904634878,0.5592162525269013,0.0,0.0,0.0,0.0,0.0,0.0,2916,0.37414266117969824,XRPEUR,2020-10-03,2021-01-03,2021-02-03
11,0.006857602517376116,0.010594518477322828,0.5569136745607334,0.4475703324808184,0.506268081002893,0.4751131221719457,0.5681809725787849,0.5897435897435898,0.022179363548698167,0.04275092936802974,0.5396341463414634,0.17068466730954676,0.2593406593406593,2618,0.3961038961038961,XRPEUR,2020-11-03,2021-02-03,2021-03-03
12,0.004033216174683093,0.006244775296112298,0.6725085910652921,0.4468503937007874,0.2525027808676307,0.32267235252309884,0.5951593267064516,0.64,0.017797552836484983,0.03463203463203463,0.5196850393700787,0.07341490545050056,0.1286549707602339,2910,0.3089347079037801,XRPEUR,2020-12-03,2021-03-03,2021-04-03
13,0.009646677291187419,0.013483788079690787,0.5372492836676218,0.45348837209302323,0.42676767676767674,0.4397224631396357,0.538356339790255,0.5818181818181818,0.05387205387205387,0.09861325115562403,0.4916864608076009,0.17424242424242425,0.25730267246737104,2792,0.42550143266475643,XRPEUR,2021-01-03,2021-04-03,2021-05-03
14,0.008467647997562295,0.013013433683087144,0.5171467764060357,0.43352601156069365,0.6366723259762309,0.515818431911967,0.558067349040034,0.0,0.0,0.0,0.0,0.0,0.0,2916,0.40397805212620025,XRPEUR,2021-02-03,2021-05-03,2021-06-03
15,0.004618038480814932,0.006920756084604355,0.48723404255319147,0.32772585669781934,0.5890257558790594,0.42113690952762217,0.5172956239819481,0.0,0.0,0.0,0.0,0.0,0.0,2820,0.31666666666666665,XRPEUR,2021-03-03,2021-06-03,2021-07-03
