entry_time,exit_time,direction,entry_price,exit_price,position_size,pnl,confidence,exit_reason,fees,slippage
2020-05-06 04:15:00,2020-05-06 11:45:00,SELL,192.58722,195.57537999999997,1.4277895156249456,-5.0427887190097875,0.5008551575410967,STOP_LOSS,0.7763251999999999,0.38816
2020-05-06 06:00:00,2020-05-06 11:45:00,SELL,192.3075,195.57537999999997,0.842338351842745,-3.528426413219838,0.516081430717044,STOP_LOSS,0.77576576,0.38788
2020-05-06 06:15:00,2020-05-06 11:45:00,SELL,192.66714000000002,195.57537999999997,0.7550494333490744,-2.972350004043074,0.5063721860545187,STOP_LOSS,0.77648504,0.38824000000000003
2020-05-06 06:30:00,2020-05-06 11:45:00,SELL,192.65715,195.57537999999997,0.6794554254576295,-2.7592722662331948,0.5057973180314836,STOP_LOSS,0.7764650599999999,0.38822999999999996
2020-05-06 06:45:00,2020-05-06 11:45:00,SELL,192.37743,195.57537999999997,0.6122669823307545,-2.7339048161446136,0.5059010201988592,STOP_LOSS,0.77590562,0.38795
2020-05-06 11:45:00,2020-05-06 12:15:00,BUY,195.57537999999997,192.67713,0.47501211507644275,-2.153208882520282,0.5022340459444137,STOP_LOSS,0.7765050199999999,0.38825
2020-05-06 10:15:00,2020-05-06 19:45:00,BUY,193.83363999999997,190.4094,0.5462671183728963,-2.63903579741719,0.520427108844028,STOP_LOSS,0.76848608,0.38423999999999997
2020-05-06 12:00:00,2020-05-06 19:45:00,BUY,193.53333999999998,190.4094,0.431771410347406,-2.1167134596406654,0.5212482032245624,STOP_LOSS,0.76788548,0.38394
2020-05-06 03:45:00,2020-05-06 20:00:00,BUY,192.19199999999998,189.37044,1.7703335402459965,-5.758227183816453,0.5002804344958118,STOP_LOSS,0.7631248799999999,0.38156
2020-05-06 12:15:00,2020-05-06 20:00:00,BUY,193.06286999999998,189.37044,0.38818085033551636,-2.19819723720436,0.5060555734477523,STOP_LOSS,0.7648666199999999,0.38243000000000005
2020-05-06 12:45:00,2020-05-06 20:00:00,BUY,192.97277999999997,189.37044,0.31419151282741536,-1.8965110943187018,0.5113572492401379,STOP_LOSS,0.76468644,0.38234
2020-05-06 13:15:00,2020-05-06 20:00:00,BUY,192.97277999999997,189.37044,0.2541140443571429,-1.6800916265495025,0.5139442740410192,STOP_LOSS,0.76468644,0.38234
2020-05-06 20:00:00,2020-05-06 20:15:00,SELL,189.37044,191.42122999999998,0.20060232325962427,-1.1729765785176005,0.5158402057563214,STOP_LOSS,0.76158334,0.38078999999999996
2020-05-06 19:45:00,2020-05-06 21:00:00,SELL,190.4094,192.02183,0.22859510300000055,-1.1334560619302885,0.513743769697621,STOP_LOSS,0.76486246,0.38243000000000005
2020-05-06 20:45:00,2020-05-06 22:30:00,BUY,191.87168,190.09971,0.14363488342607356,-1.018459484384501,0.508380277490081,STOP_LOSS,0.76394278,0.38197000000000003
2020-05-06 21:00:00,2020-05-06 22:30:00,BUY,192.02183,190.09971,0.12836505173309837,-1.010976113237224,0.5092153505589745,STOP_LOSS,0.76424308,0.38212
2020-05-06 21:15:00,2020-05-06 22:30:00,BUY,192.07187999999996,190.09971,0.11528546119333356,-0.991705708001654,0.5079754099848057,STOP_LOSS,0.76434318,0.38217
2020-05-06 21:30:00,2020-05-06 22:30:00,BUY,192.10190999999998,190.09971,0.10352900000505331,-0.9716890038101165,0.5114015705312922,STOP_LOSS,0.76440324,0.3822
2020-05-06 03:00:00,2020-05-07 00:00:00,BUY,190.03984999999997,186.39342000000002,2.0414831959237048,-8.196992110111978,0.5027993261834696,STOP_LOSS,0.7528665400000001,0.37643000000000004
2020-05-06 04:45:00,2020-05-07 00:00:00,BUY,191.36116999999996,186.39342000000002,1.164124287785248,-6.538587610645094,0.5105498693478567,STOP_LOSS,0.75550918,0.37775000000000003
2020-05-06 22:30:00,2020-05-07 00:00:00,BUY,190.48028999999997,186.39342000000002,0.09165870573277816,-1.1283446346981143,0.5109132391076354,STOP_LOSS,0.7537474200000001,0.37687000000000004
2020-05-06 22:45:00,2020-05-07 00:00:00,BUY,190.78059,186.39342000000002,0.0821539502124452,-1.1147713657535308,0.5078408615770245,STOP_LOSS,0.7543480200000001,0.37717
2020-05-07 00:00:00,2020-05-07 02:30:00,SELL,186.39342000000002,191.87168,0.05152890482149152,-1.038818938127383,0.5017812717785108,STOP_LOSS,0.7565302,0.37826000000000004
2020-05-06 20:15:00,2020-05-07 12:30:00,SELL,191.03877,193.19299999999998,0.17817387245292524,-1.1522910412542622,0.5265467459634747,STOP_LOSS,0.76846354,0.38422999999999996
2020-05-06 20:30:00,2020-05-07 12:30:00,SELL,191.4084,193.19299999999998,0.15986518857629706,-1.054498215533257,0.5016002316362478,STOP_LOSS,0.7692028,0.3846
2020-05-06 23:00:00,2020-05-07 12:30:00,SELL,191.3085,193.19299999999998,0.07337977725197828,-0.9072871902313512,0.506625807287507,STOP_LOSS,0.769003,0.3845
2020-05-06 23:15:00,2020-05-07 12:30:00,SELL,191.3085,193.19299999999998,0.06584933750450565,-0.8930960765272392,0.5009461987096173,STOP_LOSS,0.769003,0.3845
2020-05-07 12:30:00,2020-05-07 15:30:00,BUY,193.19299999999998,190.94886,0.026043603101516304,-0.8267292114642364,0.5028806351923714,STOP_LOSS,0.7682837199999999,0.38414
2020-05-07 13:00:00,2020-05-07 15:30:00,BUY,193.49329999999998,190.94886,0.020679154113877142,-0.8215011868935131,0.5132435590539908,STOP_LOSS,0.76888432,0.38444
2020-05-06 12:30:00,2020-05-07 18:00:00,SELL,194.2056,197.92772999999997,0.34637601402124235,-2.0735232130688743,0.5021261743230967,STOP_LOSS,0.7842666599999999,0.39213
2020-05-06 13:00:00,2020-05-07 18:00:00,SELL,193.62618,197.92772999999997,0.28102468433906685,-1.9919495509187026,0.5085163692705257,STOP_LOSS,0.7831078199999999,0.39154999999999995
2020-05-07 15:45:00,2020-05-07 18:00:00,SELL,191.68812,197.92772999999997,0.01386535679798067,-0.8657461189302478,0.5223516369030041,STOP_LOSS,0.7792317,0.38961
2020-05-07 18:00:00,2020-05-08 06:00:00,BUY,197.92772999999997,193.63617000000002,0.009423166602596143,-0.823567884865037,0.5059961629531173,STOP_LOSS,0.7831277999999999,0.39156
2020-05-07 18:30:00,2020-05-08 06:00:00,BUY,198.18798999999999,193.63617000000002,0.007241824310740891,-0.8166118007341163,0.5545752779417485,STOP_LOSS,0.78364832,0.39182000000000006
2020-05-07 18:15:00,2020-05-08 06:30:00,BUY,197.29709999999997,193.19661,0.008306172444571124,-0.8150467970472393,0.5686906194313681,STOP_LOSS,0.78098742,0.39049
2020-05-08 06:30:00,2020-05-08 10:45:00,SELL,193.19661,195.73553999999996,0.003748897977600567,-0.7873824895422691,0.5010607503314755,STOP_LOSS,0.7778642999999998,0.38893
2020-05-08 06:15:00,2020-05-08 11:00:00,SELL,193.68612,196.19599999999997,0.004843473502101178,-0.7919207772734536,0.5137242595984348,STOP_LOSS,0.77976424,0.38988
2020-05-08 11:00:00,2020-05-08 13:00:00,BUY,196.19599999999997,194.25555,0.0018534807583182279,-0.7844996867374785,0.5202058690980613,STOP_LOSS,0.7809031,0.39044999999999996
2020-05-08 10:45:00,2020-05-09 07:45:00,BUY,195.73553999999996,193.68612,0.0027370071130363004,-0.7844525971175986,0.5233938883231635,STOP_LOSS,0.7788433199999999,0.38942
2020-05-08 13:00:00,2020-05-09 10:30:00,BUY,194.64444999999998,193.10670000000002,0.0010760015884326278,-0.7771569214426122,0.5134500966116571,STOP_LOSS,0.7755023,0.38775000000000004
2020-05-09 07:45:00,2020-05-09 14:45:00,SELL,193.68612,196.23603999999997,0.00036574471539614764,-0.7807769397646829,0.529309547623237,STOP_LOSS,0.7798443199999999,0.38992
2020-05-07 00:15:00,2020-05-10 00:15:00,BUY,187.01683,176.17364999999998,0.0461195712559046,-1.2264637726506005,0.5113388588823342,STOP_LOSS,0.72638096,0.36318000000000006
2020-05-07 00:30:00,2020-05-10 00:15:00,BUY,188.73855,176.17364999999998,0.040926027738089725,-1.2440558459263245,0.5134973796144962,STOP_LOSS,0.7298244,0.3649
2020-05-07 00:45:00,2020-05-10 00:15:00,BUY,188.73855,176.17364999999998,0.036629132361506944,-1.1900657852090994,0.5315971447054608,STOP_LOSS,0.7298244,0.3649
2020-05-07 02:30:00,2020-05-10 00:15:00,BUY,191.87168,176.17364999999998,0.03168541511885698,-1.233489257098271,0.5376786449818365,STOP_LOSS,0.7360906599999999,0.36803
2020-05-07 12:45:00,2020-05-10 00:15:00,BUY,192.20200999999997,176.17364999999998,0.023356245076785187,-1.1111136243389403,0.5314690834345648,STOP_LOSS,0.73675132,0.36836
2020-05-07 13:15:00,2020-05-10 00:15:00,BUY,192.42222999999996,176.17364999999998,0.018511439697977347,-1.0379763688477603,0.526680359220649,STOP_LOSS,0.73719176,0.36858
2020-05-07 15:30:00,2020-05-10 00:15:00,BUY,191.33113999999998,176.17364999999998,0.015689784014789567,-0.9728273243063326,0.5024257448586185,STOP_LOSS,0.7350095799999999,0.36749
2020-05-08 06:00:00,2020-05-10 00:15:00,BUY,194.02383,176.17364999999998,0.0056060928046008695,-0.8404647256588305,0.5224013224834012,STOP_LOSS,0.7403949599999999,0.37018000000000006
